AlexNet,AlexNetV2,AlexNetV3,PreTrainedAlexNet,WeakAlexNet
0.00329670333303511,0.0166208799928427,0.0177197810262442,0.660302221775055,0.0497252754867077
0.0109890112653375,0.092719778418541,0.048489011824131,0.864285707473755,0.225412085652351
0.0332417599856853,0.197252750396729,0.0865384638309479,0.920192301273346,0.348351657390594
0.0230769235640764,0.245192304253578,0.170192301273346,0.935576915740967,0.438324183225632
0.0137362638488412,0.312087923288345,0.20206044614315,0.954532980918884,0.512499988079071
0.0131868133321404,0.355494499206543,0.255631864070892,0.954532980918884,0.557692289352417
0.0222527477890253,0.439423084259033,0.325412094593048,0.967032968997955,0.615796685218811
0.0262362640351057,0.481730759143829,0.383104383945465,0.974038481712341,0.662500023841858
0.029395604506135,0.512362658977509,0.419368118047714,0.974038481712341,0.702060461044312
0.0390109904110432,0.54656594991684,0.460714280605316,0.979532957077026,0.763461530208588
0.0612637363374233,0.591346144676209,0.496428579092026,0.984477996826172,0.804945051670074
0.078708790242672,0.630219757556915,0.542445063591003,0.982554972171783,0.846291184425354
0.11442307382822,0.638049423694611,0.553708791732788,0.987225294113159,0.882142841815949
0.171291202306747,0.673901081085205,0.585714280605316,0.989835143089294,0.923626363277435
0.232417583465576,0.690521955490112,0.611950576305389,0.991208791732788,0.945329666137695
0.286401093006134,0.710714280605316,0.639148354530335,0.985714256763458,0.964285731315613
0.326923072338104,0.711263716220856,0.657829642295837,0.989972531795502,0.973351657390595
0.357554942369461,0.748763740062714,0.672252774238586,0.991483509540558,0.986126363277435
0.384752750396729,0.758516490459442,0.706181347370148,0.992170333862305,0.992582440376282
0.411401093006134,0.773214280605316,0.715384602546692,0.993681311607361,0.996016502380371
0.438049465417862,0.78763735294342,0.725961565971375,0.989423096179962,0.99711537361145
0.484065920114517,0.801236271858215,0.739285707473755,0.990796685218811,0.996428549289703
0.486675828695297,0.799313187599182,0.760164856910706,0.993818700313568,0.998351633548737
0.541620850563049,0.816208779811859,0.769917607307434,0.996565937995911,0.998901069164276
0.547939538955689,0.827609896659851,0.776511013507843,0.996153831481934,0.999175846576691
0.582967042922974,0.835851669311523,0.782829642295837,0.99711537361145,0.999038457870483
0.62211537361145,0.838873624801636,0.799725294113159,0.99711537361145,0.999038457870483
0.642719805240631,0.838873624801636,0.801785707473755,0.99684065580368,0.999313175678253
0.66263735294342,0.840796709060669,0.808791220188141,0.993818700313568,0.99945056438446
0.706456065177918,0.842170357704163,0.814285695552826,0.993818700313568,0.999587893486023
0.700961530208588,0.859477996826172,0.811126351356506,0.9942307472229,0.999175846576691
0.7277472615242,0.867582440376282,0.827884614467621,0.994642853736877,0.999313175678253
0.734615385532379,0.869368135929108,0.83365386724472,0.996153831481934,0.999038457870483
0.738461554050446,0.859615385532379,0.832692325115204,0.99739009141922,0.99945056438446
0.764835178852081,0.869093418121338,0.846703290939331,0.998351633548737,0.999313175678253
0.779807686805725,0.868543982505798,0.850000023841858,0.997939586639404,0.998901069164276
0.790659368038178,0.868681311607361,0.842719793319702,0.999175846576691,0.999587893486023
0.800549447536469,0.879807710647583,0.849587917327881,0.996428549289703,0.999313175678253
0.807280242443085,0.868818700313568,0.859752774238586,0.99684065580368,0.999175846576691
0.819505512714386,0.884890139102936,0.868681311607361,0.996978044509888,0.999313175678253
0.843681335449219,0.888461530208588,0.867582440376282,0.998763740062714,0.99945056438446
0.847939550876617,0.883516490459442,0.879120886325836,0.999313175678253,0.99945056438446
0.842445075511932,0.889423072338104,0.871978044509888,0.998489022254944,0.999038457870483
0.831456065177918,0.885576903820038,0.877060413360596,0.996153831481934,0.999175846576691
0.839148342609406,0.888736248016357,0.873076915740967,0.99711537361145,0.99945056438446
0.854258239269257,0.884615361690521,0.882280230522156,0.998351633548737,0.999038457870483
0.866758227348328,0.898214280605316,0.884065926074982,0.998763740062714,0.999175846576691
0.855769217014313,0.891895592212677,0.878021955490112,0.999038457870483,0.99945056438446
0.861126363277435,0.893956065177918,0.876236259937286,0.999587893486023,0.99945056438446
0.871978044509888,0.887774705886841,0.873076915740967,0.998901069164276,0.99945056438446
